user_id,city,age
219,к. Минусинск,41
220,ст. Верхоянск,23
221,клх Кулунда,32
222,к. Вытегра,21
223,г. Прохладный,42
224,д. Зеленоград,30
225,г. Сургут (Хант.),64
226,клх Оймякон,20
227,клх Гагарин,60
228,к. Ноябрьск,49
229,ст. Серпухов,31
230,п. Новокузнецк,41
231,п. Озеры,38
232,п. Северобайкальск,49
233,г. Хоста,39
234,к. Истра,19
235,д. Улан-Удэ,65
236,ст. Видное,43
237,к. Бугуруслан,40
238,п. Ямбург,18
239,клх Тосно,59
240,к. Рославль,46
241,п. Ейск,51
242,клх Сосногорск,65
243,с. Североморск,48
244,ст. Чермоз,27
245,клх Новочеркасск,21
246,с. Стерлитамак,51
247,д. Тобольск,39
248,ст. Щелково,32
249,п. Кулунда,22
250,г. Шадринск,41
251,п. Зарайск,57
252,г. Саранск,28
253,г. Ковров,18
254,с. Аша,61
255,д. Красноуральск,46
256,п. Слюдянка,33
257,клх Белорецк,40
258,ст. Шахты,65
259,ст. Сладково,23
260,г. Плес,39
261,клх Онега,44
262,г. Каневская,35
263,п. Кош-Агач,35
264,ст. Плесецк,65
265,с. Калач,65
266,г. Тикси,19
267,ст. Аршан (Бурят.),56
268,ст. Казань,52
269,д. Сузун,37
270,д. Ржев,42
271,ст. Тымовское,45
272,г. Галич,64
273,п. Киров (Вятка),44
274,к. Красноуральск,54
275,ст. Белый Яр (Томск.),50
276,клх Юровск,18
277,ст. Гаврилов-Ям,37
278,п. Верхний Уфалей,33
279,ст. Приозерск,48
280,к. Петухово,58
281,д. Троицк (Челяб.),47
282,к. Алапаевск,55
283,г. Яр-Сале,63
284,п. Тимашевск,36
285,д. Нижневартовск,24
286,п. Южно-Курильск,57
287,с. Северодвинск,65
288,п. Шатура,40
289,д. Инта,21
290,ст. Луховицы,41
291,с. Кирово-Чепецк,49
292,клх Нижний Тагил,60
293,г. Азов (Рост.),23
294,к. Смирных,65
295,ст. Якша,58
296,п. Оренбург,25
297,г. Хоста,44
298,д. Чокурдах,56
299,п. Юрьевец (Иван.),58
300,к. Оймякон,33
301,д. Майкоп,42
302,г. Тырныауз,58
303,клх Костомукша,24
304,п. Бугульма,59
305,к. Белокуриха,49
306,г. Каменномостский,29
307,г. Шадринск,60
308,клх Кош-Агач,41
309,ст. Плес,31
310,клх Жуковский,52
311,клх Сухиничи,18
312,ст. Щельяюр,26
313,ст. Тутаев,44
314,с. Шелагонцы,29
315,клх Саров (Морд.),44
316,ст. Старая Русса,32
317,г. Киров (Вятка),18
318,п. Киржач,27
319,г. Усть-Джегута,56
320,ст. Егорьевск,58
321,п. Владикавказ,23
322,д. Воркута,37
323,д. Волгодонск,60
324,ст. Шуя,42
325,п. Вологда,39
326,с. Шелагонцы,22
327,г. Шереметьево,38
328,д. Юрюзань,28
329,клх Сеймчан,48
330,с. Апшеронск,42
331,ст. Улан-Удэ,63
332,к. Якутск,50
333,с. Ачинск,28
334,г. Абинск,63
335,г. Кировск (Мурм.),51
336,клх Шумиха,52
337,к. Кингисепп,22
338,с. Кингисепп,37
339,к. Оленегорск (Якут.),49
340,д. Каневская,53
341,к. Касимов,20
342,клх Буденновск,42
343,д. Вытегра,33
344,с. Кировск (Ленин.),24
345,с. Внуково (метеост.),40
346,ст. Меренга,48
347,п. Камышлов,59
348,ст. Бийск,64
349,клх Объячево,20
350,п. Калевала,43
351,д. Ряжск,35
352,д. Лазаревское,39
353,д. Таганрог,26
354,п. Каменномостский,52
355,с. Барнаул,59
356,клх Алагир,40
357,ст. Витим,59
358,д. Асбест,44
359,клх Малая Вишера,65
360,п. Амурск,62
361,п. Вытегра,28
362,к. Можга,61
363,к. Вязьма,50
364,к. Гусь-Хрустальный,34
365,г. Гусь-Хрустальный,60
366,к. Октябрьское (Челяб.),54
367,г. Шамары,25
368,с. Нальчик,59
369,д. Оса,47
370,клх Сасово,40
371,д. Пенза,19
372,к. Шатки,22
373,г. Малая Вишера,28
374,г. Джейрах,49
375,с. Видное,33
376,п. Белорецк,35
377,клх Ербогачен,51
378,п. Октябрьское (Хант.),31
379,ст. Каргасок,34
380,клх Губкин,38
381,д. Юрюзань,53
382,с. Макаров,53
383,ст. Руза,30
384,д. Шахты,53
385,п. Данков,54
386,г. Устюжна,19
387,ст. Тура,21
388,клх Коломна,58
389,д. Саранск,58
390,д. Забайкальск,61
391,ст. Красноуральск,42
392,с. Южно-Сахалинск,47
393,с. Якша,54
394,с. Великие Луки,35
395,ст. Лодейное Поле,59
396,с. Анапа,21
397,п. Кимры,28
398,к. Борзя,50
399,п. Дудинка,52
400,п. Объячево,28
401,п. Середниково,40
402,с. Оса,25
403,с. Усть-Джегута,23
404,к. Калининград,65
405,с. Казань,46
406,ст. Муравленко,46
407,клх Сальск,26
408,д. Лесной (Сверд.),29
409,ст. Ижевск,20
410,к. Аша,46
411,п. Астрахань,61
412,г. Заводоуковск,26
413,к. Поярково,35
414,ст. Поярково,49
415,клх Баргузин,31
416,п. Кунгур,34
417,к. Чермоз,23
418,с. Омск,37
419,с. Люберцы,51
420,с. Гатчина,43
421,г. Новочеркасск,59
422,клх Джубга,64
423,г. Тотьма,54
424,ст. Борзя,45
425,клх Корсаков,40
426,п. Усмань,21
427,с. Мостовской,35
428,к. Кашира,40
429,клх Асино,52
430,с. Ступино,23
431,клх Торжок,58
432,клх Сарапул,48
433,с. Печора,27
434,ст. Коломна,46
435,с. Октябрьское (Челяб.),51
436,г. Екатеринбург,41
437,клх Яр-Сале,58
438,к. Дагомыс,63
439,с. Джубга,27
440,п. Сеймчан,38
441,ст. Чулым,57
442,клх Кизел,50
443,г. Нижний Тагил,31
444,ст. Тавда,34
445,с. Нижнекамск,52
446,п. Северо-Курильск,61
447,клх Макушино,26
448,клх Тихорецк,54
449,г. Старый Оскол,63
450,д. Клин,20
451,п. Цимлянск,22
452,к. Елатьма,50
453,с. Диксон,20
454,ст. Снежногорск (Мурм.),29
455,д. Осташков,46
456,г. Северо-Курильск,36
457,д. Омск,33
458,д. Саров (Морд.),58
459,д. Кашхатау,59
460,п. Магнитогорск,62
461,клх Нарьян-Мар,38
462,д. Долинск,48
463,к. Магадан,52
464,г. Морозовск,49
465,п. Кош-Агач,21
466,д. Яшкуль,34
467,клх Печенга,52
468,к. Владикавказ,47
469,ст. Барнаул,20
470,клх Хабаровск,50
471,клх Железногорск(Курск.),29
472,к. Далматово,62
473,д. Каневская,40
474,к. Славгород,29
475,г. Липецк,42
476,клх Гдов,53
477,п. Бугуруслан,37
478,г. Кондопога,42
479,к. Беломорск,56
480,г. Иркутск,31
481,ст. Сосьва (Хант.),60
482,г. Киров (Вятка),38
483,п. Валдай,55
484,п. Азов (Рост.),56
485,п. Каменск-Уральский,26
486,д. Уссурийск,39
487,п. Осташков,55
488,д. Нижнеудинск,38
489,ст. Орел,37
490,к. Сладково,62
491,г. Беслан,32
492,г. Геленджик,64
493,п. Печенга,51
494,г. Троицк (Челяб.),53
495,д. Елабуга,24
496,д. Камышин,46
497,д. Алапаевск,44
498,с. Сеймчан,28
499,г. Бомнак,61
500,д. Буденновск,19
501,п. Томпа,37
502,п. Новочеркасск,30
503,г. Бирск,44
504,д. Смоленск,51
505,к. Сарапул,31
506,с. Октябрьское (Челяб.),40
507,ст. Новый Оскол,60
508,ст. Шали,19
509,п. Макушино,22
510,д. Верещагино (Перм.),34
511,п. Поярково,29
512,п. Бирск,65
513,клх Новороссийск,50
514,п. Кашира,50
515,д. Элиста,38
516,к. Солнечногорск,38
517,г. Ельня,34
518,д. Урай,57
519,ст. Печора,27
520,ст. Курск,43
521,с. Асино,48
522,ст. Кетченеры,63
523,д. Сковородино,32
524,п. Ухта,39
525,с. Ребриха,26
526,д. Белорецк,35
527,к. Морозовск,51
528,ст. Усть-Катав,21
529,клх Усть-Катав,30
530,с. Оленек,57
531,п. Серебряные Пруды,39
532,с. Ейск,44
533,клх Чайковский,26
534,к. Данков,25
535,клх Галич,38
536,к. Макушино,19
537,д. Ревда (Сверд.),52
538,д. Серов,63
539,с. Аршан (Бурят.),21
540,ст. Шатки,60
541,ст. Калуга,45
542,г. Шумиха,58
543,ст. Уренгой,22
544,к. Сортавала,65
545,с. Ведено,28
546,с. Красная Поляна,59
547,к. Кудымкар,55
548,г. Богучар,47
549,к. Мичуринск,26
550,к. Новая Игирма,25
551,п. Петропавловск-Камчатский,25
552,с. Бузулук,65
553,д. Великие Луки,58
554,с. Тутаев,44
555,клх Барнаул,45
556,к. Всеволожск,31
557,с. Усть-Кут,22
558,г. Мыс Шмидта,44
559,к. Шаховская,57
560,с. Пинега,29
561,ст. Курильск,62
562,клх Касимов,51
563,клх Кирово-Чепецк,48
564,клх Камышин,56
565,с. Плес,48
566,к. Луга,29
567,к. Каргасок,35
568,клх Нарьян-Мар,26
569,к. Кириши,46
570,ст. Лотошино,20
571,с. Химки,25
572,с. Бомнак,57
573,п. Всеволожск,54
574,г. Усолье Сибирское,65
575,п. Ижевск,41
576,к. Кош-Агач,40
577,г. Ноябрьск,26
578,к. Брянск,44
579,д. Королев,51
580,д. Сеймчан,63
581,клх Печора,44
582,ст. Таштагол,19
583,клх Борзя,49
584,клх Мценск,26
585,ст. Троицк (Челяб.),38
586,клх Катайск,32
587,г. Шатки,43
588,к. Дно,65
589,с. Северо-Курильск,65
590,с. Каменск-Уральский,58
591,ст. Ижевск,58
592,г. Кисловодск,55
593,с. Мончегорск,45
594,к. Москва,59
595,с. Териберка,30
596,п. Зеленоград,36
597,д. Катайск,21
598,с. Черусти,31
599,д. Красновишерск,44
600,с. Витим,40
601,к. Красноселькуп,29
602,д. Владимир,19
603,к. Вуктыл,44
604,к. Соловки,42
605,п. Галич,44
606,к. Палана,64
607,д. Новосибирск,18
608,клх Соболево,60
609,д. Кетченеры,54
610,г. Переславль-Залесский,61
611,с. Батайск,29
612,ст. Нягань,53
613,к. Александров Гай,52
614,г. Сорочинск,44
615,ст. Гдов,53
616,д. Рубцовск,18
617,ст. Лысьва,62
618,ст. Эльбрус,31
619,с. Мостовской,34
620,к. Петухово,29
621,д. Мытищи,29
622,г. Россошь,43
623,ст. Кашхатау,37
624,к. Якутск,22
625,ст. Середниково,26
626,д. Плесецк,25
627,д. Тарко-Сале,40
628,д. Вологда,28
629,г. Белогорск (Амур.),43
630,с. Усть-Кулом,45
631,с. Муром,19
632,клх Шадринск,31
633,клх Урай,29
634,к. Абакан,38
635,к. Лесной (Сверд.),30
636,п. Тында,25
637,к. Санкт-Петербург,60
638,клх Сосновый Бор,58
639,клх Ейск,19
640,клх Серпухов,35
641,ст. Троицк (Челяб.),36
642,ст. Дмитров,42
643,клх Чайковский,49
644,к. Сарапул,49
645,ст. Джубга,35
646,к. Рыбинск,52
647,с. Владивосток,64
648,г. Кабанск,36
649,п. Сергиев Посад,33
650,г. Иркутск,26
651,п. Черусти,54
652,ст. Ардон,52
653,п. Назрань,61
654,клх Псков,45
655,к. Чусовой,49
656,к. Качканар,29
657,ст. Комсомольск-на-Амуре,21
658,клх Щельяюр,46
659,п. Игнашино,51
660,г. Комсомольск-на-Амуре,57
661,клх Алапаевск,22
662,с. Березники,28
663,д. Шенкурск,44
664,ст. Октябрьское (Хант.),50
665,д. Курчатов,32
666,г. Южно-Курильск,42
667,ст. Рыбинск,33
668,п. Мокшан,31
669,д. Нязепетровск,35
670,п. Асбест,25
671,с. Кинешма,55
672,п. Амурск,45
673,ст. Ижевск,40
674,с. Фатеж,50
675,г. Котлас,39
676,п. Верхотурье,20
677,клх Каспийск,33
678,к. Ирбит,65
679,к. Шенкурск,37
680,ст. Саянск,18
681,с. Приморско-Ахтарск,23
682,клх Южно-Сахалинск,19
683,с. Новый Оскол,30
684,д. Смирных,42
685,клх Мытищи,33
686,к. Губкин,19
687,г. Торжок,27
688,ст. Советский,34
689,клх Комсомольск-на-Амуре,39
690,с. Иваново,60
691,с. Апшеронск,57
692,к. Горячий Ключ,55
693,д. Мокшан,52
694,д. Кисловодск,60
695,к. Калуга,22
696,г. Кизел,55
697,д. Кашхатау,20
698,ст. Юрьев-Польский,62
699,г. Оленек,43
700,п. Казань,44
701,п. Вязьма,57
702,к. Чебаркуль,63
703,с. Котельнич,18
704,к. Амдерма,32
705,п. Усть-Ишим,63
706,к. Элиста,61
707,к. Апатиты,29
708,д. Мичуринск,50
709,ст. Котлас,34
710,с. Усмань,31
711,с. Галич,28
712,ст. Тамбей,27
713,п. Беслан,32
714,д. Северобайкальск,57
715,ст. Сибай,50
716,ст. Звенигород,46
717,клх Холмогоры,45
718,к. Беслан,58
719,г. Белокуриха,55
720,г. Когалым,55
721,клх Советский,34
722,с. Чехов,57
723,клх Ангарск,48
724,д. Армавир,65
725,ст. Снежногорск (Мурм.),48
726,ст. Карпинск,54
727,ст. Агинское (Забайк.),38
728,ст. Забайкальск,40
729,д. Петухово,44
730,д. Якутск,33
731,ст. Уварово,26
732,ст. Омск,29
733,к. Вытегра,58
734,д. Урюпинск,18
735,д. Елатьма,53
736,с. Биробиджан,57
737,д. Архыз,48
738,ст. Калач-на-Дону,35
739,п. Обнинск,41
740,к. Каневская,46
741,д. Нальчик,32
742,клх Быково (метеост.),62
743,г. Хасавюрт,42
744,с. Смирных,54
745,п. Карпинск,51
746,к. Югорск,62
747,д. Пушкин,60
748,с. Змеиногорск,37
749,п. Александров,50
750,клх Углич,35
751,ст. Адлер,56
752,клх Усть-Кулом,36
753,к. Североморск,37
754,п. Зарайск,56
755,с. Нижний Новгород,63
756,д. Иваново,52
757,д. Витим,65
758,клх Плесецк,43
759,г. Хатанга,50
760,п. Чикола,18
761,г. Верхнее Пенжино,33
762,с. Баксан,31
763,г. Валдай,27
764,к. Нарым,49
765,клх Омск,47
766,ст. Урюпинск,46
767,с. Шамары,19
768,к. Дубна,47
769,г. Глазов,38
770,д. Сосногорск,22
771,ст. Петрозаводск,39
772,клх Лысьва,28
773,д. Орск,49
774,д. Ельня,18
775,клх Голицыно,31
776,г. Хужир,47
777,п. Нижневартовск,26
778,г. Минусинск,49
779,с. Семлячики,40
780,с. Меренга,58
781,п. Саратов,63
782,к. Уренгой,38
783,д. Ступино,51
784,к. Пушкино (Моск.),42
785,ст. Тверь,56
786,к. Мезень,27
787,с. Смирных,46
788,г. Троицк (Челяб.),21
789,к. Кудымкар,31
790,клх Кущевская,46
791,клх Кедровый,27
792,клх Валдай,44
793,д. Аргаяш,45
794,п. Радужный,32
795,к. Каргополь,23
796,д. Югорск,32
797,г. Кизел,64
798,п. Северодвинск,52
799,клх Завьялиха,21
800,ст. Кырен,43
801,клх Карабудахкент,39
802,г. Далматово,65
803,г. Североуральск,51
804,ст. Витим,62
805,г. Ершов,36
806,д. Усть-Кут,61
807,ст. Усть-Илимск,55
808,с. Воткинск,29
809,г. Мыс Шмидта,43
810,ст. Нурлат,42
811,с. Тольятти,49
812,к. Аша,48
813,ст. Грозный,34
814,п. Сорочинск,34
815,к. Тында,47
816,г. Краснотурьинск,27
817,п. Архыз,36
818,д. Усть-Ордынский,50
819,г. Черусти,56
820,г. Тюмень,50
821,клх Камышлов,24
822,д. Тутаев,39
823,клх Колпашево,29
824,г. Малоярославец,40
825,п. Буденновск,43
826,к. Забайкальск,58
827,г. Томпа,52
828,клх Ессентуки,48
829,ст. Ельня,25
830,г. Дзержинск,57
831,с. Витим,64
832,г. Алдан,34
833,д. Новгород Великий,24
834,д. Шамары,34
835,п. Шелехов,62
836,г. Амурск,43
837,г. Змеиногорск,45
838,ст. Сургут (Хант.),21
839,г. Гатчина,31
840,клх Сергиев Посад,27
841,п. Голицыно,20
842,клх Петрозаводск,41
843,г. Обнинск,61
844,п. Елабуга,54
845,к. Верхний Тагил,53
846,д. Каменск-Уральский,32
847,с. Медногорск,64
848,п. Талдом,33
849,п. Каменск-Уральский,55
850,клх Всеволожск,27
851,п. Россошь,59
852,к. Беслан,52
853,клх Химки,45
854,клх Рыльск,18
855,г. Тотьма,37
856,г. Таганрог,25
857,с. Петропавловск-Камчатский,30
858,ст. Артем,40
859,г. Каменномостский,41
860,п. Поронайск,49
861,с. Данков,30
862,с. Карачаевск,30
863,к. Елец,53
864,к. Лысьва,43
865,г. Асбест,53
866,д. Ахтубинск,62
867,к. Находка,34
868,г. Ноябрьск,53
869,г. Дагомыс,49
870,к. Бодайбо,31
871,с. Нефтекамск,62
872,с. Петушки,65
873,д. Александров,21
874,к. Котлас,28
875,клх Троицк (Моск.),20
876,п. Учалы,53
877,ст. Владивосток,51
878,клх Глазов,39
879,п. Шаховская,55
880,с. Киржач,28
881,г. Рославль,21
882,п. Барнаул,60
883,клх Пушкин,65
884,с. Верхний Баскунчак,21
885,клх Бузулук,22
886,к. Томпа,44
887,к. Тобольск,50
888,д. Кызыл,63
889,ст. Эльбрус,55
890,д. Усмань,60
891,к. Ногинск (Моск.),44
892,г. Новомичуринск,47
893,п. Бреды,28
894,к. Талдом,35
895,к. Ступино,41
896,клх Иваново,59
897,с. Сосногорск,47
898,п. Прохладный,34
899,ст. Ухта,59
900,ст. Сарапул,20
901,ст. Киров (Вятка),19
902,п. Волгодонск,53
903,к. Раменское,32
904,г. Карталы,55
905,с. Кинешма,23
906,ст. Элиста,37
907,с. Углегорск,29
908,ст. Алапаевск,58
909,клх Астрахань,27
910,г. Терней,46
911,п. Чебаркуль,36
912,п. Сусуман,28
913,к. Тулпан,48
914,клх Тулпан,33
915,д. Оса,55
916,г. Тимашевск,25
917,к. Терней,30
918,ст. Калачинск,48
919,п. Хасан,18
920,г. Белорецк,62
921,ст. Эльбрус,34
922,ст. Новокузнецк,52
923,п. Поронайск,51
924,ст. Магадан,63
925,п. Карпинск,63
926,г. Пушкинские Горы,38
927,клх Мураши,27
928,к. Беломорск,19
929,д. Оса,34
930,ст. Терней,40
931,г. Балашов,46
932,г. Лагань,34
933,с. Астрахань,22
934,клх Усть-Кут,53
935,ст. Бодайбо,28
936,ст. Северодвинск,62
937,г. Томари,26
938,г. Асбест,41
939,клх Якша,30
940,ст. Кострома,20
941,д. Орехово-Зуево,63
942,г. Южноуральск,60
943,ст. Усть-Кут,46
944,д. Россошь,52
945,с. Пинега,61
946,клх Шилка,41
947,ст. Гагарин,26
948,ст. Тутончаны,27
949,с. Оленек,29
950,г. Алексин,40
951,клх Кировск (Мурм.),35
952,п. Усть-Калманка,57
953,д. Ряжск,56
954,ст. Теберда,26
955,с. Касимов,42
956,ст. Волгоград,49
957,г. Ярославль,62
958,ст. Нурлат,61
959,к. Гагарин,59
960,к. Чебоксары,59
961,с. Быково (метеост.),42
962,п. Каменномостский,46
963,клх Павловский Посад,57
964,клх Стерлитамак,20
965,к. Бомнак,47
966,к. Калининград,28
967,с. Кежма,37
968,клх Волгоград,49
969,ст. Калачинск,37
970,п. Энгельс,54
971,д. Обнинск,31
972,ст. Буйнакск,53
973,с. Хасавюрт,38
974,с. Томари,50
975,п. Смоленск,46
976,клх Гдов,37
977,п. Александров,38
978,клх Кунгур,34
979,с. Тутончаны,43
980,д. Жуковский,58
981,д. Петрозаводск,25
982,ст. Нижнеудинск,51
983,с. Ярославль,41
984,к. Буденновск,34
985,г. Кемерово,31
986,д. Аша,32
987,п. Павловский Посад,19
988,п. Лянтор,40
989,п. Александровск-Сахалинский,39
990,д. Ногинск (Моск.),22
991,д. Кинешма,47
992,клх Бронницы,39
993,п. Алагир,62
994,с. Назрань,46
995,ст. Псков,26
996,ст. Лагань,64
997,п. Середниково,51
998,к. Макаров,48
999,п. Нефтеюганск,37
1000,п. Улан-Удэ,37
1001,клх Озеры,60
1002,к. Курильск,32
1003,п. Оленек,60
1004,г. Хатанга,28
1005,клх Соболево,18
1006,с. Стерлитамак,63
1007,г. Сладково,42
1008,к. Терней,47
1009,п. Новокузнецк,43
1010,д. Клин,55
1011,клх Видное,23
1012,ст. Малоярославец,64
1013,п. Уренгой,46
1014,к. Тутончаны,23
1015,г. Фатеж,23
1016,клх Бомнак,60
1017,д. Льгов,24
1018,к. Мезень,20
1019,к. Светлогорск (Калин.),38
1020,с. Тотьма,25
1021,с. Прохладный,40
1022,д. Анадырь,45
1023,г. Карталы,55
1024,клх Чикола,25
1025,г. Волгодонск,45
1026,с. Кунгур,29
1027,с. Дербент,30
1028,клх Минеральные Воды,18
1029,ст. Териберка,61
1030,клх Нижний Новгород,38
1031,к. Лагань,47
1032,ст. Стрежевой,45
1033,п. Красновишерск,24
1034,д. Лабинск,56
1035,к. Октябрьское (Хант.),31
1036,д. Новомичуринск,34
1037,с. Муром,48
1038,клх Североморск,44
1039,к. Костомукша,45
1040,к. Шамары,44
1041,к. Заводоуковск,58
1042,клх Краснодар,46
1043,с. Агинское (Забайк.),21
1044,д. Раменское,42
1045,п. Агинское (Забайк.),47
1046,д. Псебай,49
1047,клх Снежинск,30
1048,ст. Красногорск (Моск.),36
1049,к. Кижи,22
1050,п. Салехард,61
1051,г. Вытегра,60
1052,к. Ачхой Мартан,44
1053,п. Куртамыш,31
1054,г. Кириши,63
1055,к. Каневская,49
1056,с. Ишим,46
1057,ст. Юровск,38
1058,с. Южно-Курильск,48
1059,к. Углич,65
1060,д. Нижнекамск,29
1061,г. Орехово-Зуево,26
1062,к. Тюмень,31
1063,ст. Сосьва (Хант.),48
1064,п. Амурск,64
1065,ст. Вуктыл,47
1066,г. Вытегра,49
1067,д. Валаам,52
1068,с. Валдай,31
1069,д. Тотьма,42
1070,г. Псебай,57
1071,с. Кудымкар,27
1072,д. Снежногорск (Мурм.),59
1073,ст. Мурманск,54
1074,к. Подольск,52
1075,клх Тихорецк,38
1076,с. Мценск,44
1077,п. Медногорск,19
1078,с. Кострома,25
1079,д. Лагань,55
1080,г. Бийск,21
1081,ст. Углегорск,34
1082,ст. Балашов,56
1083,клх Сургут (Хант.),23
1084,к. Чусовой,48
1085,д. Волхов,58
1086,с. Середниково,60
1087,к. Александровск-Сахалинский,40
1088,к. Стерлитамак,53
1089,с. Москва,62
1090,п. Ногинск (Моск.),56
1091,с. Бирск,30
1092,п. Новый Уренгой,19
1093,д. Оленегорск (Якут.),57
1094,ст. Тихвин,43
1095,д. Находка,63
1096,с. Хоста,65
1097,г. Вендинга,51
1098,клх Белокуриха,19
1099,п. Лотошино,62
1100,д. Ейск,24
1101,к. Чехов,51
